Date,Price
2017-06-21,2435.6
2017-06-22,2434.5
2017-06-23,2438.3
2017-06-26,2439.1
2017-06-27,2419.4
2017-06-28,2440.7
2017-06-29,2419.7
2017-06-30,2423.4
2017-07-03,2429.0
2017-07-05,2432.5
2017-07-06,2409.8
2017-07-07,2425.2
2017-07-10,2427.4
2017-07-11,2425.5
2017-07-12,2443.2
2017-07-13,2447.8
2017-07-14,2459.3
2017-07-17,2459.1
2017-07-18,2460.6
2017-07-19,2473.8
2017-07-20,2473.4
2017-07-21,2472.5
2017-07-24,2469.9
2017-07-25,2477.1
2017-07-26,2477.8
2017-07-27,2475.4
2017-07-28,2472.1
2017-07-31,2470.3
2017-08-01,2476.3
2017-08-02,2477.6
2017-08-03,2472.2
2017-08-04,2476.8
2017-08-07,2480.9
2017-08-08,2474.9
2017-08-09,2474.0
2017-08-10,2438.2
2017-08-11,2441.3
2017-08-14,2465.8
2017-08-15,2464.6
